Time (s),MC Inlet,MC Outlet,Motor Inlet,Motor Outlet
462.86,24,24,43,49
463.35,24,24,43,49
463.85,24,24,43,49
464.35,24,24,44,49
464.84,24,24,43,49
465.34,24,24,43,49
465.83,24,24,43,49
466.32,24,24,43,49
466.81,24,24,43,49
467.31,24,24,42,49
467.8,24,24,42,49
468.3,24,24,42,49
468.8,24,24,42,49
469.28,24,24,42,49
469.77,24,24,42,49
470.27,24,24,42,49
470.76,24,24,42,49
471.26,24,24,42,49
471.75,24,24,42,49
472.25,24,24,42,49
472.74,24,24,42,50
473.23,24,24,42,50
473.73,24,24,43,50
474.22,24,24,43,50
474.72,24,24,42,50
475.21,24,24,43,50
475.7,24,24,43,50
476.2,24,24,43,50
476.69,24,24,43,50
477.19,24,24,43,50
477.68,24,24,43,50
478.18,24,24,43,50
478.67,24,24,43,50
479.17,24,24,43,50
479.65,24,24,43,50
480.15,24,24,43,50
480.64,24,24,43,50
481.13,24,24,44,50
481.63,24,24,44,50
482.13,24,24,44,50
482.62,24,24,44,50
483.11,24,24,44,50
483.61,24,24,44,50
484.11,24,24,44,50
484.6,24,24,44,50
485.09,24,24,44,50
485.58,24,24,44,50
486.07,24,24,44,50
486.57,24,24,44,50
487.06,24,24,44,50
487.56,24,24,44,50
488.05,24,24,44,50
488.55,24,24,44,50
489.05,24,24,44,50
489.55,24,24,44,50
490.04,24,24,44,50
490.52,24,24,44,50
491.02,24,24,44,50
491.51,24,24,44,50
492.01,24,24,44,50
492.49,24,24,44,50
492.99,24,24,44,50
493.48,24,24,44,50
493.98,24,24,44,50
494.47,24,24,44,50
494.97,24,24,44,50
495.46,24,24,44,50
495.97,23,24,44,50
496.45,24,24,44,50
496.94,24,24,44,50
497.44,24,24,45,50
497.93,24,24,45,50
498.42,24,24,45,50
498.92,24,24,45,50
499.41,24,24,45,50
499.91,24,24,45,50
500.41,24,24,45,50
500.89,24,24,45,50
501.39,24,24,45,50
501.88,24,24,45,50
502.38,24,24,45,50
502.88,24,24,45,50
503.36,24,23,45,50
503.86,24,24,45,50
504.36,24,24,45,50
504.85,24,24,45,50
505.34,24,24,45,50
505.84,24,24,45,50
506.33,24,24,45,50
506.82,24,24,47,50
507.31,24,24,45,50
507.81,24,24,45,51
508.31,24,24,44,51
508.8,24,24,44,51
509.3,24,24,44,51
509.79,24,24,44,50
510.3,24,24,44,51
510.78,24,24,44,51
511.27,24,24,44,51
511.76,24,24,44,51
512.26,24,24,44,51
512.75,24,24,44,51
513.25,24,24,45,51
513.74,24,24,45,51
514.23,24,24,45,51
514.73,24,24,45,51
515.22,24,24,45,51
515.72,24,24,45,51
516.21,24,24,45,51
516.71,23,24,45,51
517.2,24,24,45,51
517.69,24,24,45,51
518.2,24,24,45,51
518.68,24,24,45,51
519.18,24,24,45,51
519.67,24,24,45,51
520.16,24,23,45,51
520.65,24,24,45,51
521.15,24,24,45,51
521.65,24,24,45,51
522.14,24,24,46,51
522.63,24,24,46,51
523.13,24,24,46,51
523.62,24,24,46,51
524.11,24,24,46,51
524.61,24,24,46,51
525.1,24,24,46,51
525.6,24,24,46,51
526.09,24,24,46,51
526.58,24,24,46,51
527.08,24,24,46,51
527.57,24,24,46,51
528.07,24,24,46,52
528.56,24,24,45,52
529.06,24,24,45,52
529.55,24,24,45,52
530.05,24,24,45,52
530.53,24,24,45,52
531.05,24,24,45,52
531.53,24,24,45,52
532.02,24,24,46,52
532.51,24,24,46,52
533.01,24,24,46,52
533.51,24,24,44,52
534.0,24,24,46,52
534.49,24,24,46,52
534.99,24,24,46,52
535.48,24,24,46,52
535.97,24,24,47,52
536.47,24,24,47,52
536.98,24,24,46,52
537.46,24,24,47,52
537.95,24,24,47,52
538.45,24,24,47,52
538.94,24,24,47,52
539.44,24,24,47,52
539.93,24,24,47,52
540.42,24,24,47,52
540.91,24,24,47,52
541.41,24,24,47,52
541.9,24,24,47,52
542.4,24,24,47,52
542.89,24,24,47,52
543.39,24,24,47,52
543.89,24,24,47,52
544.37,24,24,47,52
544.87,24,24,47,52
545.36,24,24,47,52
545.86,24,24,47,52
546.35,24,24,47,52
546.85,24,24,47,52
547.34,24,24,47,52
547.84,24,24,47,52
548.33,24,24,47,52
548.82,24,24,47,52
549.32,24,24,46,52
549.81,24,24,46,52
550.31,24,24,46,52
550.8,24,24,47,52
551.3,24,24,47,52
551.79,24,24,47,53
552.28,24,24,47,53
552.77,24,24,47,53
553.28,24,24,47,53
553.76,24,24,47,53
554.25,24,24,47,53
554.75,24,24,47,53
555.25,24,24,48,53
555.74,24,24,48,53
556.24,24,24,48,53
556.73,24,24,48,53
557.22,24,24,48,53
557.72,24,24,48,53
558.21,24,24,48,53
558.71,24,24,48,53
559.2,24,24,48,53
559.69,24,24,48,53
560.19,24,24,48,53
560.68,25,24,48,53
561.17,24,24,48,53
561.67,24,24,48,53
562.17,24,24,48,53
562.65,24,24,48,53
563.15,24,24,48,53
563.64,24,24,48,53
564.21,24,24,48,53
565.16,24,25,48,53
565.2,24,24,48,53
565.62,24,24,48,53
566.11,24,24,48,53
566.61,24,24,48,53
567.1,24,24,48,53
567.6,24,24,48,53
568.09,24,24,46,53
568.59,24,24,47,53
569.08,24,24,47,53
569.57,24,24,47,53
570.07,24,24,47,53
570.56,24,24,47,53
571.05,24,24,47,53
571.56,24,24,47,53
572.05,24,24,48,53
572.54,24,24,47,53
573.03,24,24,48,53
573.52,24,24,48,53
574.02,24,24,48,53
574.51,24,24,48,53
575.0,24,24,48,53
575.5,24,24,48,53
575.99,24,24,48,53
576.49,24,24,48,53
576.99,24,24,48,54
577.47,24,24,48,54
577.97,24,24,48,54
578.47,24,24,48,54
578.97,24,24,48,54
579.45,24,24,48,54
579.94,24,24,48,54
580.44,24,24,49,54
580.93,24,24,49,54
581.43,24,24,48,54
581.94,24,23,49,54
582.41,24,24,48,54
582.91,24,24,49,54
583.4,24,24,49,54
583.9,24,24,49,54
584.39,24,24,49,54
584.88,24,24,49,54
585.38,24,24,49,54
585.87,24,24,49,54
586.37,24,24,49,54
586.86,24,24,48,54
587.36,24,24,48,53
587.85,24,24,48,54
588.35,24,24,48,54
588.84,24,24,48,54
589.35,24,24,48,54
589.83,24,24,48,54
590.32,24,24,48,54
590.82,24,24,48,54
591.31,24,24,48,54
591.81,24,24,48,54
592.31,24,24,48,54
592.8,24,24,48,54
593.29,24,24,48,54
593.79,24,24,48,54
594.29,24,24,49,54
594.77,24,24,49,54
595.26,24,24,49,55
595.76,24,24,49,55
596.25,24,24,49,55
596.76,24,24,49,55
597.24,24,24,49,55
597.74,24,24,47,55
598.23,25,24,49,55
598.72,23,24,49,55
599.22,24,24,49,55
599.72,24,24,49,55
600.2,24,24,49,55
600.7,24,24,49,55
601.2,24,24,49,55
601.69,24,24,49,55
602.18,24,24,49,55
602.67,24,24,49,55
603.17,24,24,49,55
603.66,24,24,49,55
604.17,24,24,49,55
604.65,24,24,50,55
605.14,24,24,49,55
605.65,24,24,50,55
606.14,24,24,50,55
606.63,24,24,50,55
607.12,24,24,50,55
607.62,24,24,50,55
608.11,24,24,50,55
608.6,24,24,50,55
609.1,24,24,49,55
609.59,24,24,49,55
610.09,24,24,49,55
610.58,24,24,50,55
611.07,24,24,49,55
611.57,24,24,49,55
612.06,24,24,49,55
612.08,24,24,49,55
612.56,26,24,49,55
613.05,24,24,49,55
613.54,24,24,49,55
614.04,24,24,49,55
614.54,24,24,49,55
615.03,24,24,49,55
615.52,24,24,49,55
616.03,24,24,49,55
616.51,24,24,49,55
617.01,24,24,49,55
617.5,24,24,49,55
617.99,24,24,49,55
618.49,24,24,49,55
618.98,24,24,49,55
619.48,24,24,49,55
619.97,24,24,49,55
620.46,22,24,49,55
620.96,24,24,49,56
621.45,24,24,49,56
621.96,24,24,49,56
622.44,24,24,49,56
622.94,24,24,49,56
623.43,24,24,49,56
623.92,24,24,49,55
624.42,24,24,49,56
624.91,24,24,49,56
625.41,24,24,49,56
625.9,24,24,50,56
626.4,24,24,50,56
626.89,24,24,50,56
627.38,24,24,50,56
627.87,24,24,50,56
628.39,24,24,50,56
628.87,24,24,50,56
629.36,24,24,50,56
629.86,24,24,50,56
630.35,24,24,50,56
630.84,24,24,50,56
631.33,24,24,49,56
631.83,24,24,50,56
632.32,23,24,50,56
632.82,24,24,50,56
633.31,24,24,50,56
633.81,24,24,50,56
634.3,24,24,50,56
634.79,24,24,50,56
635.29,24,24,50,56
635.78,24,24,50,56
636.27,23,24,50,56
636.77,23,24,50,56
637.26,24,24,50,56
637.76,24,24,50,56
638.25,24,24,50,56
638.75,24,24,50,56
639.24,24,24,50,56
639.74,24,24,50,56
640.23,24,24,50,56
640.72,24,24,50,56
641.21,24,24,50,56
641.71,23,24,50,56
642.2,23,24,50,56
642.7,24,24,50,56
643.2,24,24,50,56
643.69,24,24,51,56
644.19,24,24,50,56
644.68,24,24,50,56
645.17,24,24,50,56
645.67,24,24,50,56
646.16,24,24,50,56
646.65,24,24,50,56
647.15,24,24,50,56
647.64,24,24,50,56
648.13,24,24,50,56
648.63,24,24,50,56
649.12,24,24,50,56
649.62,24,24,50,56
650.11,24,24,50,56
650.61,24,24,50,56
651.1,24,24,50,56
651.6,24,24,50,56
652.09,24,24,50,56
652.58,24,24,50,56
653.07,24,24,50,56
653.57,24,24,50,56
654.06,24,24,50,56
654.55,24,25,50,56
655.05,24,24,50,56
655.55,24,24,49,56
656.03,24,24,49,56
656.53,24,24,49,56
657.02,24,24,50,56
657.52,24,24,50,56
658.02,24,24,50,56
658.52,24,24,50,56
659.0,24,24,50,56
659.5,24,24,50,56
659.99,24,24,50,56
660.48,24,24,50,56
660.98,24,24,50,56
661.47,24,24,50,56
661.96,24,24,50,56
662.46,24,24,50,56
662.96,24,24,50,57
663.44,24,24,50,57
663.94,24,23,51,57
664.44,24,24,51,57
664.93,24,24,51,57
665.42,24,24,51,57
665.92,24,24,51,57
666.41,24,24,51,57
666.9,24,24,51,57
667.4,24,24,51,57
667.89,24,24,51,57
668.38,24,24,51,57
668.88,24,24,51,57
669.37,24,24,51,56
669.87,24,24,51,57
670.36,24,24,51,57
670.86,24,24,51,57
671.35,24,24,50,57
671.84,24,24,50,57
672.34,24,24,50,57
672.83,24,24,50,57
673.33,24,24,50,57
673.82,24,24,50,57
674.32,24,24,50,57
674.81,24,24,50,57
675.32,24,24,50,57
675.8,24,24,50,57
676.29,23,24,50,57
676.79,24,24,50,57
677.28,24,24,50,57
677.77,24,24,50,57
678.26,24,24,50,57
678.76,24,24,50,57
679.25,24,24,50,57
679.75,24,24,51,57
680.25,24,24,50,57
680.73,24,24,51,57
681.23,24,24,53,57
681.72,24,24,51,57
682.22,24,24,51,57
682.71,24,24,51,57
683.22,24,24,51,57
683.71,24,24,51,57
684.19,24,24,51,57
684.69,24,24,51,57
685.18,24,24,51,57
685.67,24,24,51,57
686.83,24,24,51,57
687.01,24,24,51,57
687.15,24,24,51,57
687.65,24,24,51,57
688.14,24,24,51,58
688.64,24,24,52,58
689.13,24,24,52,57
689.62,24,24,52,58
690.12,24,24,52,58
690.61,24,24,52,58
691.1,24,24,52,57
691.6,24,24,52,58
692.11,24,24,52,57
692.58,24,24,52,57
693.08,24,24,52,57
693.57,24,24,52,58
694.07,24,24,51,57
694.57,24,24,52,57
695.06,24,24,52,57
695.56,24,24,52,58
696.05,24,24,52,58
696.54,24,24,52,58
697.05,24,24,52,58
697.54,24,24,52,58
698.03,24,24,53,58
698.52,24,24,53,58
699.01,24,24,53,58
699.5,24,24,53,58
699.99,24,24,53,58
700.49,24,24,53,58
700.98,24,24,53,58
701.47,24,24,54,58
701.97,24,24,54,58
702.46,24,24,54,58
702.96,24,24,54,58
703.45,24,24,54,58
703.94,24,24,54,58
704.43,24,24,54,58
704.93,24,24,54,58
705.43,24,24,54,58
705.92,24,24,54,58
706.41,24,24,54,58
706.92,24,24,54,58
707.4,24,24,54,58
707.9,24,24,54,58
708.4,24,24,54,58
708.89,24,24,54,58
709.39,24,24,54,58
709.88,24,24,54,58
710.37,24,24,54,58
710.86,24,24,54,58
711.36,24,24,54,58
711.85,24,24,54,58
712.34,24,24,54,58
712.84,24,24,54,58
713.33,24,24,54,58
713.83,24,24,54,58
714.32,24,24,54,58
714.82,24,24,55,58
715.31,24,24,55,58
715.82,24,24,55,58
716.3,24,24,55,58
716.79,24,24,55,58
717.29,24,24,55,58
717.78,24,24,55,58
718.27,24,24,55,58
718.77,24,24,55,58
719.26,24,24,55,59
719.76,24,24,55,59
720.25,24,24,55,59
720.74,24,24,55,59
721.24,24,24,55,59
721.73,24,24,55,59
722.22,24,24,55,59
722.72,24,24,55,59
723.21,24,24,55,59
723.71,24,24,55,59
724.2,24,24,55,59
724.7,24,24,55,59
725.19,24,24,55,59
725.69,24,24,55,59
726.18,24,24,55,59
726.67,24,24,55,59
727.16,24,24,55,59
727.66,24,24,55,59
728.17,24,24,54,59
728.65,24,24,54,59
729.14,24,22,54,59
729.64,24,24,54,59
730.13,24,24,54,59
730.63,24,23,54,59
731.12,24,24,54,59
731.61,24,24,54,59
732.1,24,24,54,59
732.6,24,24,54,59
733.1,24,24,54,59
733.59,24,24,54,59
734.08,24,24,54,59
734.58,24,24,54,59
735.07,24,24,54,59
735.56,24,24,54,59
736.05,24,24,54,59
736.55,24,24,54,59
737.05,24,24,54,59
737.54,24,24,55,59
738.03,24,24,54,59
738.53,24,24,54,59
739.02,24,24,54,59
739.51,24,24,55,59
740.02,25,24,54,59
740.5,24,24,55,59
741.0,24,24,55,60
741.49,24,24,55,60
741.99,24,24,55,60
742.48,24,24,55,60
742.97,24,24,55,60
743.47,24,24,55,60
743.96,24,24,55,60
744.46,24,24,55,60
744.95,24,24,55,60
745.44,25,24,55,60
745.94,24,24,55,60
746.43,22,24,55,60
746.44,22,24,55,60
746.92,24,24,55,60
747.42,24,24,55,60
747.91,24,24,55,60
748.4,24,24,55,60
748.91,24,24,55,60
749.39,24,24,55,60
749.89,24,24,56,60
750.38,24,24,56,60
750.88,24,24,55,60
751.37,24,24,56,60
751.87,24,24,56,60
752.36,24,24,56,60
752.85,24,24,56,60
753.35,24,24,56,60
753.84,24,24,56,60
754.34,24,24,56,60
754.83,24,24,56,60
755.32,24,24,56,60
755.81,24,24,56,60
756.31,24,24,56,60
756.8,24,24,56,58
757.29,24,24,56,59
757.79,24,24,56,59
758.29,24,24,56,59
758.78,24,24,56,59
759.27,24,24,56,59
759.77,24,24,56,59
760.26,24,24,56,59
760.75,24,24,56,60
761.25,24,24,56,60
761.75,24,24,56,60
762.23,24,24,56,60
762.73,24,24,56,60
763.24,24,24,56,60
763.72,24,24,56,60
764.21,24,24,56,60
764.71,24,24,56,60
765.2,24,24,56,60
765.69,24,24,56,60
766.19,24,24,56,60
766.68,24,24,56,60
767.18,24,24,56,60
767.67,24,24,56,60
768.17,24,24,56,60
768.66,24,24,56,60
769.15,24,24,56,60
769.64,24,24,56,60
770.14,24,24,56,60
770.63,24,24,56,60
771.13,24,24,56,60
771.62,24,24,56,60
772.11,24,24,56,60
772.61,24,24,56,60
773.1,24,24,56,60
773.6,24,24,56,60
774.09,24,24,56,60
774.58,24,24,56,60
775.08,24,24,56,60
775.57,24,24,56,60
776.06,24,24,56,60
776.55,24,24,56,60
777.05,24,24,56,60
777.54,24,24,56,60
778.03,24,24,56,60
778.53,24,24,55,60
779.04,24,24,55,60
779.52,24,24,55,60
780.01,24,24,55,60
780.5,24,24,55,60
781.03,24,24,55,60
781.49,24,24,55,60
781.99,24,24,55,60
782.48,24,24,55,60
782.97,24,24,55,60
783.47,24,24,55,60
783.97,24,24,55,60
784.46,24,24,55,60
784.95,24,24,55,60
785.45,24,24,55,60
785.94,24,24,55,60
786.43,24,24,55,60
786.93,24,24,55,60
787.42,24,24,55,60
787.91,24,24,56,60
788.4,24,24,55,61
788.9,24,24,55,60
789.41,24,24,55,60
789.88,24,24,55,60
790.38,24,24,55,60
790.87,24,24,55,60
791.37,24,24,55,60
791.87,24,24,55,60
792.35,24,24,55,60
792.85,24,24,55,60
793.34,24,24,55,60
793.84,24,24,55,60
794.33,24,24,55,60
794.82,24,24,55,60
795.32,24,24,55,60
795.81,24,24,55,60
796.32,24,24,55,60
796.8,24,24,55,60
797.31,24,24,55,60
797.8,24,24,55,60
798.29,24,24,55,60
798.78,24,24,55,60
799.28,24,24,55,60
799.77,24,24,55,60
800.27,24,24,55,60
800.75,24,24,55,60
801.24,24,24,55,60
801.74,24,24,55,60
802.23,24,24,55,60
802.72,24,24,55,60
803.22,24,24,55,60
803.71,24,24,55,60
804.21,24,24,55,60
804.7,24,24,55,60
805.2,24,24,55,61
805.69,24,24,55,61
806.18,24,24,55,61
806.67,24,24,55,61
807.17,24,24,55,61
807.66,24,24,55,61
808.16,24,24,55,61
808.65,24,24,55,61
809.15,24,24,55,61
809.64,24,24,55,61
810.15,24,24,55,61
810.74,24,24,55,61
811.23,24,24,55,61
811.61,24,24,55,61
812.11,24,24,55,61
812.6,24,24,55,61
813.09,24,24,55,61
813.6,24,24,55,61
814.08,24,24,55,61
814.58,24,24,55,61
815.07,24,24,55,61
815.57,24,24,55,61
816.05,24,24,55,61
816.55,24,24,55,61
817.05,24,24,55,61
817.54,24,24,55,61
818.03,24,24,55,61
818.53,24,24,55,61
819.02,24,24,55,61
819.51,24,24,55,61
820.0,24,24,55,61
820.5,24,24,55,61
820.99,24,24,55,61
821.49,24,24,55,61
821.98,24,24,55,61
822.47,24,24,55,61
822.97,24,24,55,61
823.47,24,24,55,61
823.96,24,24,55,61
824.45,24,24,55,61
824.95,24,24,55,61
825.44,24,24,55,61
825.94,24,24,55,61
826.43,24,24,55,61
826.93,24,24,55,61
827.41,24,24,55,61
827.91,24,24,55,61
828.4,24,24,55,61
828.89,24,24,55,61
829.39,24,24,55,61
829.89,24,24,55,61
830.38,24,24,55,61
830.87,24,24,55,61
831.37,24,24,55,61
831.86,24,24,55,61
832.36,24,24,55,61
832.84,24,24,55,61
833.34,24,24,55,61
833.83,24,24,55,61
834.33,24,24,55,61
834.82,24,24,55,61
835.31,24,24,55,61
835.81,24,24,55,61
836.3,24,24,55,61
836.79,24,24,55,61
837.29,24,24,55,61
837.78,24,24,55,61
838.28,24,24,55,61
838.78,24,24,55,61
839.26,24,24,55,61
839.76,24,24,55,61
840.25,24,24,55,61
840.74,24,24,55,61
841.24,24,24,55,61
841.73,24,24,55,61
842.23,24,24,55,61
842.72,24,24,55,61
843.22,24,24,55,61
843.71,24,24,55,61
844.2,24,24,55,61
844.69,24,24,55,61
845.19,24,24,55,61
845.68,24,24,55,61
846.18,24,24,55,61
846.67,24,24,55,61
847.17,24,24,55,61
847.66,24,24,55,61
848.15,24,24,55,61
848.65,24,24,55,61
849.14,24,24,55,61
849.64,24,24,55,61
850.13,24,24,55,61
850.62,24,24,55,61
851.11,24,24,55,61
851.61,24,24,55,61
852.1,24,24,55,61
852.6,24,24,55,62
853.09,24,24,55,62
853.58,24,24,54,62
854.07,24,24,54,62
854.57,24,24,54,62
855.08,24,24,54,62
855.55,24,24,54,62
856.06,24,24,54,62
856.54,24,24,54,62
857.04,24,24,54,62
857.53,24,24,54,62
858.03,24,24,54,62
858.51,24,24,54,62
859.01,24,24,54,62
859.51,24,24,54,62
860.0,24,24,54,62
860.49,24,24,54,62
860.98,24,24,54,62
861.48,24,24,53,62
861.98,24,24,53,62
862.47,24,24,53,62
862.96,24,24,53,62
863.46,24,24,53,62
863.95,24,24,53,62
864.44,24,24,53,62
864.94,24,24,53,62
865.43,24,24,53,62
865.92,24,24,53,62
866.42,24,24,53,62
866.91,24,24,53,62
867.41,24,24,53,62
867.9,24,24,53,62
868.39,24,24,53,62
868.89,24,24,53,62
869.39,24,24,53,62
869.87,24,24,53,62
870.36,24,24,53,62
870.86,24,24,53,62
871.35,24,24,53,62
871.85,24,24,53,62
872.34,24,24,53,62
872.83,24,24,53,62
873.33,24,24,53,62
873.82,24,24,53,62
874.31,24,24,53,62
874.8,24,24,53,62
875.3,24,24,53,62
875.79,24,24,53,62
876.29,24,24,53,62
876.78,24,24,53,62
877.28,24,24,53,62
877.77,24,24,53,62
878.27,24,24,53,62
878.76,24,24,53,62
879.25,24,24,53,61
879.74,24,24,53,61
880.24,24,24,53,61
880.74,24,24,53,61
881.22,24,24,53,61
881.72,24,24,53,61
882.22,24,24,53,61
882.71,24,24,53,61
883.2,24,24,53,61
883.69,24,24,53,61
884.19,24,24,53,61
884.68,24,24,53,61
885.18,24,24,53,61
885.67,24,24,53,61
886.16,24,24,53,61
886.66,24,24,53,61
887.16,24,24,53,61
887.64,24,24,53,61
888.14,24,24,53,61
888.63,24,24,53,61
889.13,24,24,53,61
889.63,24,24,53,61
890.13,24,24,53,61
890.62,24,24,53,61
891.1,24,24,53,61
891.59,24,24,53,61
892.09,24,24,53,61
892.58,24,24,53,61
893.07,24,24,53,61
893.57,24,24,53,61
894.06,24,24,53,61
894.55,24,24,53,61
895.04,24,24,53,61
895.54,24,24,53,61
896.03,24,24,53,61
896.52,24,24,53,61
897.02,24,24,53,61
897.51,24,24,53,61
898.01,24,24,53,61
898.5,24,24,53,61
898.99,24,24,53,61
899.49,24,24,53,61
899.99,24,24,53,61
900.47,24,24,53,61
900.97,24,24,53,61
901.46,24,24,53,61
901.95,24,24,53,61
902.47,24,24,53,61
902.94,24,24,53,61
903.43,24,24,53,61
903.93,24,24,53,61
904.42,24,24,53,61
904.91,24,24,52,61
905.41,24,24,52,61
905.9,24,24,52,61
906.4,24,24,52,61
906.89,24,24,52,61
907.39,24,24,52,61
907.88,24,24,52,61
908.37,24,24,52,61
908.86,24,24,52,61
909.36,24,24,52,61
909.86,24,24,52,61
910.35,24,24,52,61
910.84,24,24,52,61
911.33,24,24,52,61
911.83,24,24,52,61
912.32,24,24,52,61
912.81,24,24,52,61
913.31,24,24,52,61
913.8,24,24,52,61
914.29,24,24,52,61
914.79,24,24,52,61
915.28,24,24,52,61
915.77,24,24,52,61
916.27,24,24,52,61
916.76,24,24,52,61
917.26,24,24,52,61
917.75,24,24,52,61
918.24,24,24,52,61
918.73,24,24,52,61
919.23,24,24,52,61
919.73,24,24,52,61
